language,BCP-47 code,ISO 639-3 code
Mamasa,NaN,mqj
Rajah Kabunsuwan Manobo,NaN,mqk
Mbelime,NaN,mql
South Marquesan,NaN,mqm
Moronene,NaN,mqn
Modole,NaN,mqo
Manipa,NaN,mqp
Minokok,NaN,mqq
Mander,NaN,mqr
West Makian,NaN,mqs
Mok,NaN,mqt
Mandari,NaN,mqu
Mosimo,NaN,mqv
Murupi,NaN,mqw
Mamuju,NaN,mqx
Manggarai,NaN,mqy
Pano,NaN,mqz
Mlabri,NaN,mra
Marino,NaN,mrb
Maricopa,NaN,mrc
Western Magar,NaN,mrd
Elseng,NaN,mrf
Mising,NaN,mrg
Mara Chin,NaN,mrh
Maori,mri_Latn,mri
Western Mari,NaN,mrj
Hmwaveke,NaN,mrk
Mortlockese,NaN,mrl
Mwerlap,NaN,mrm
Cheke Holo,NaN,mrn
Mru,NaN,mro
Morouas,NaN,mrp
North Marquesan,NaN,mrq
Maria (India),NaN,mrr
Maragus,NaN,mrs
Marghi Central,NaN,mrt
Mono (Cameroon),NaN,mru
Mangareva,NaN,mrv
Maranao,NaN,mrw
Maremgi,NaN,mrx
Mandaya,NaN,mry
Marind,NaN,mrz
Masbatenyo,NaN,msb
Sankaran Maninka,NaN,msc
Musey,NaN,mse
Mekwei,NaN,msf
Moraid,NaN,msg
Masikoro Malagasy,NaN,msh
Sabah Malay,NaN,msi
Ma (Democratic Republic of Congo),NaN,msj
Mansaka,NaN,msk
Poule,NaN,msl
Agusan Manobo,NaN,msm
Vurës,NaN,msn
Mombum,NaN,mso
Maritsauá,NaN,msp
Caac,NaN,msq
West Masela,NaN,mss
Musom,NaN,msu
Maslam,NaN,msv
Mansoanka,NaN,msw
Moresada,NaN,msx
Aruamu,NaN,msy
Momare,NaN,msz
Cotabato Manobo,NaN,mta
Anyin Morofo,NaN,mtb
Munit,NaN,mtc
Mualang,NaN,mtd
Mono (Solomon Islands),NaN,mte
Murik (Papua New Guinea),NaN,mtf
Una,NaN,mtg
Munggui,NaN,mth
Maiwa (Papua New Guinea),NaN,mti
Moskona,NaN,mtj
Mbe',NaN,mtk
Montol,NaN,mtl
Mator,NaN,mtm
Matagalpa,NaN,mtn
"Mixe, Totontepec",NaN,mto
Wichí Lhamtés Nocten,NaN,mtp
Muong,NaN,mtq
Mewari,NaN,mtr
Yora,NaN,mts
Mota,NaN,mtt
Tututepec Mixtec,NaN,mtu
Asaro'o,NaN,mtv
Southern Binukidnon,NaN,mtw
Tidaá Mixtec,NaN,mtx
Nabi,NaN,mty
Mundang,NaN,mua
Mubi,NaN,mub
Ajumbu,NaN,muc
Mednyj Aleut,NaN,mud
Musgu,NaN,mug
Mündü,NaN,muh
Musi,NaN,mui
Mabire,NaN,muj
Mugom,NaN,muk
Maiwala,NaN,mum
Nyong,NaN,muo
Malvi,NaN,mup
Eastern Xiangxi Miao,NaN,muq
Murle,NaN,mur
Creek,NaN,mus
Western Muria,NaN,mut
Yaaku,NaN,muu
Muthuvan,NaN,muv
Bo-Ung,NaN,mux
Muyang,NaN,muy
Mursi,NaN,muz
Manam,NaN,mva
Mattole,NaN,mvb
Mamboru,NaN,mvd
Marwari (Pakistan),NaN,mve
Peripheral Mongolian,NaN,mvf
Yucuañe Mixtec,NaN,mvg
Mulgi,NaN,mvh
Miyako,NaN,mvi
Mekmek,NaN,mvk
Mbara (Australia),NaN,mvl
Minaveha,NaN,mvn
Marovo,NaN,mvo
Duri,NaN,mvp
Moere,NaN,mvq
Marau,NaN,mvr
Massep,NaN,mvs
Mpotovoro,NaN,mvt
Marfa,NaN,mvu
Tagal Murut,NaN,mvv
Machinga,NaN,mvw
Meoswar,NaN,mvx
Indus Kohistani,NaN,mvy
Mesqan,NaN,mvz
Mwatebu,NaN,mwa
Juwal,NaN,mwb
Are,NaN,mwc
Mwera (Chimwera),NaN,mwe
Murrinh-Patha,NaN,mwf
Aiklep,NaN,mwg
Mouk-Aria,NaN,mwh
Ninde,NaN,mwi
Kita Maninkakan,NaN,mwk
Mirandese,NaN,mwl
Sar,NaN,mwm
Nyamwanga,NaN,mwn
Central Maewo,NaN,mwo
Kala Lagaw Ya,NaN,mwp
"Chin, Müün",NaN,mwq
Mwimbi-Muthambi,NaN,mws
Moken,NaN,mwt
Mittu,NaN,mwu
Mentawai,NaN,mwv
Hmong Daw,NaN,mww
Moingi,NaN,mwz
Northwest Oaxaca Mixtec,NaN,mxa
"Mixtec, Tezoatlán",NaN,mxb
Manyika,NaN,mxc
Modang,NaN,mxd
Mele-Fila,NaN,mxe
Malgbe,NaN,mxf
Mbangala,NaN,mxg
Mvuba,NaN,mxh
Mozarabic,NaN,mxi
Miju-Mishmi,NaN,mxj
Monumbo,NaN,mxk
Maxi Gbe,NaN,mxl
Meramera,NaN,mxm
Moi (Indonesia),NaN,mxn
Mbowe,NaN,mxo
Tlahuitoltepec Mixe,NaN,mxp
"Mixe, Juquila",NaN,mxq
Murik (Malaysia),NaN,mxr
Huitepec Mixtec,NaN,mxs
"Mixtec, Jamiltepec",NaN,mxt
Mada (Cameroon),NaN,mxu
"Mixtec, Metlatónoc",NaN,mxv
Namo,NaN,mxw
Mawukakan,NaN,mxx
Southeastern Nochixtlán Mixtec,NaN,mxy
Central Masela,NaN,mxz
Burmese,mya_Mymr,mya
Mbay,NaN,myb
Mayeka,NaN,myc
Myene,NaN,mye
Bambassi,NaN,myf
Manta,NaN,myg
Makah,NaN,myh
Mangayat,NaN,myj
"Sénoufo, Mamara",NaN,myk
Moma,NaN,myl
Me'en,NaN,mym
Anfillo,NaN,myo
Pirahã,NaN,myp
Muniche,NaN,myr
Mesmes,NaN,mys
Mundurukú,NaN,myu
Erzya,NaN,myv
Muyuw,NaN,myw
Masaaba,NaN,myx
Macuna,NaN,myy
Classical Mandaic,NaN,myz
"Mixtec, Santa María Zacatepec",NaN,mza
Tumzabt,NaN,mzb
Malimba,NaN,mzd
Morawa,NaN,mze
Wichí Lhamtés Güisnay,NaN,mzh
"Mazatec, Ixcatlán",NaN,mzi
Manya,NaN,mzj
"Mambila, Nigeria",NaN,mzk
Mazatlán Mixe,NaN,mzl
Mumuye,NaN,mzm
Mazanderani,NaN,mzn
Matipuhy,NaN,mzo
Movima,NaN,mzp
Mori Atas,NaN,mzq
Marúbo,NaN,mzr
Macanese,NaN,mzs
Mintil,NaN,mzt
Inapang,NaN,mzu
Manza,NaN,mzv
Deg,NaN,mzw
Maiadomu,NaN,mzz
Namla,NaN,naa
"Nambikuára, Southern",NaN,nab
Narak,NaN,nac
Naka'ela,NaN,nae
Nabak,NaN,naf
Nagamese,nag_Latn,nag
Nalu,NaN,naj
Nakanai,NaN,nak
Nalik,NaN,nal
Ngan'gityemerri,NaN,nam
Naaba,NaN,nao
Neapolitan,NaN,nap
Nama (Namibia),NaN,naq
Iguta,NaN,nar
Naasioi,NaN,nas
Hungworo,NaN,nat
Nauru,NaN,nau
Navajo,NaN,nav
Nawuri,NaN,naw
Nakwi,NaN,nax
Ngarrindjeri,NaN,nay
Coatepec Nahuatl,NaN,naz
Nyemba,NaN,nba
Ndoe,NaN,nbb
Chang Naga,NaN,nbc
Ngbinda,NaN,nbd
Konyak Naga,NaN,nbe
Ngamo,NaN,nbh
Mao Naga,NaN,nbi
Ngarinyman,NaN,nbj
Nake,NaN,nbk
Ngbaka Ma'bo,NaN,nbm
Kuri,NaN,nbn
Nkukoli,NaN,nbo
Nnam,NaN,nbp
Nggem,NaN,nbq
Numana,NaN,nbr
Na,NaN,nbt
Rongmei Naga,NaN,nbu
Ngamambo,NaN,nbv
Southern Ngbandi,NaN,nbw
Ningera,NaN,nby
Iyo,NaN,nca
Central Nicobarese,NaN,ncb
Ponam,NaN,ncc
Nachering,NaN,ncd
Yale,NaN,nce
Notsi,NaN,ncf
Nisga'a,NaN,ncg
"Nahuatl, Central Huasteca",NaN,nch
Nahuatl,NaN,nci
"Nahuatl, Northern Puebla",NaN,ncj
Na-kara,NaN,nck
"Nahuatl, Michoacán",NaN,ncl
Nambo,NaN,ncm
Nauna,NaN,ncn
Sibe,NaN,nco
Northern Katang,NaN,ncq
Ncane,NaN,ncr
Chothe Naga,NaN,nct
Chumburung,NaN,ncu
Central Puebla Nahuatl,NaN,ncx
Natchez,NaN,ncz
Ndasa,NaN,nda
Kenswei Nsei,NaN,ndb
Ndau,NaN,ndc
Nde-Nsele-Nta,NaN,ndd
North Ndebele,NaN,nde
Ndengereko,NaN,ndg
Ndali,NaN,ndh
Samba Leko,NaN,ndi
Ndamba,NaN,ndj
Ndaka,NaN,ndk
Ndolo,NaN,ndl
Ndam,NaN,ndm
Ngundi,NaN,ndn
Ndonga,NaN,ndo
Kebu,NaN,ndp
Ndombe,NaN,ndq
Ndoola,NaN,ndr
Low Saxon,NaN,nds
Ndunga,NaN,ndt
Dugun,NaN,ndu
Ndut,NaN,ndv
Ndobo,NaN,ndw
Nduga,NaN,ndx
Lutos,NaN,ndy
Ndogo,NaN,ndz
Eastern Ngad'a,NaN,nea
Toura,NaN,neb
Nedebang,NaN,nec
Nêlêmwa-Nixumwak,NaN,nee
Negidal,NaN,neg
Nyenkha,NaN,neh
Neko,NaN,nej
Neku,NaN,nek
Nemi,NaN,nem
Nengone,NaN,nen
Nepali (macrolanguage),NaN,nep
North Central Mixe,NaN,neq
Yahadian,NaN,ner
Bhoti Kinnauri,NaN,nes
Nete,NaN,net
Nyaheun,NaN,nev
Newar,NaN,new
Neme,NaN,nex
Neyo,NaN,ney
Nez Perce,NaN,nez
Dhao,NaN,nfa
Ahwai,NaN,nfd
Ayiwo,NaN,nfl
Nafaanra,NaN,nfr
Mfumte,NaN,nfu
Ngbaka,NaN,nga
Northern Ngbandi,NaN,ngb
Ngombe (Democratic Republic of Congo),NaN,ngc
Ngando (Central African Republic),NaN,ngd
Ngemba,NaN,nge
Ngbaka Manza,NaN,ngg
Nǁng,NaN,ngh
Ngizim,NaN,ngi
Ngie,NaN,ngj
Dalabon,NaN,ngk
Lomwe,NaN,ngl
Ngwo,NaN,ngn
Ngulu,NaN,ngp
Ngurimi,NaN,ngq
Engdewu,NaN,ngr
Gvoko,NaN,ngs
Ngeq,NaN,ngt
"Nahuatl, Guerrero",NaN,ngu
Nagumi,NaN,ngv
Ngwaba,NaN,ngw
Nggwahyi,NaN,ngx
Tibea,NaN,ngy
Ngungwel,NaN,ngz
Nhanda,NaN,nha
Beng,NaN,nhb
Tabasco Nahuatl,NaN,nhc
Chiripá,NaN,nhd
"Nahuatl, Eastern Huasteca",NaN,nhe
Nhuwala,NaN,nhf
Tetelcingo Nahuatl,NaN,nhg
Nahari,NaN,nhh
"Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla",NaN,nhi
Isthmus-Cosoleacaque Nahuatl,NaN,nhk
Morelos Nahuatl,NaN,nhm
Central Nahuatl,NaN,nhn
Takuu,NaN,nho
Isthmus-Pajapan Nahuatl,NaN,nhp
Huaxcaleca Nahuatl,NaN,nhq
Naro,NaN,nhr
Ometepec Nahuatl,NaN,nht
Noone,NaN,nhu
Temascaltepec Nahuatl,NaN,nhv
"Nahuatl, Western Huasteca",NaN,nhw
"Nahuatl, Isthmus-Mecayapan",NaN,nhx
"Nahuatl, Northern Oaxaca",NaN,nhy
Santa María La Alta Nahuatl,NaN,nhz
Nias,NaN,nia
Nakame,NaN,nib
Ngandi,NaN,nid
Niellim,NaN,nie
Nek,NaN,nif
Ngalakgan,NaN,nig
Nyiha (Tanzania),NaN,nih
Nii,NaN,nii
Ngaju,NaN,nij
Southern Nicobarese,NaN,nik
Nila,NaN,nil
Nilamba,NaN,nim
Ninzo,NaN,nin
Nganasan,NaN,nio
Nandi,NaN,niq
Nimboran,NaN,nir
Nimi,NaN,nis
Southeastern Kolami,NaN,nit
Niuean,NaN,niu
Gilyak,NaN,niv
Nimo,NaN,niw
Hema,NaN,nix
Ngiti,NaN,niy
Ningil,NaN,niz
Nzanyi,NaN,nja
Nocte Naga,NaN,njb
Lotha Naga,NaN,njh
Gudanji,NaN,nji
Njen,NaN,njj
Njalgulgule,NaN,njl
Angami Naga,NaN,njm
Liangmai Naga,NaN,njn
Ao Naga,NaN,njo
Njerep,NaN,njr
Nisa,NaN,njs
Ngadjunmaya,NaN,nju
Kunyi,NaN,njx
Njyem,NaN,njy
Nyishi,NaN,njz
Nkoya,NaN,nka
Khoibu Naga,NaN,nkb
Nkongho,NaN,nkc
Koireng,NaN,nkd
Duke,NaN,nke
Nekgini,NaN,nkg
Khezha,NaN,nkh
Thangal Naga,NaN,nki
Nakai,NaN,nkj
Nokuku,NaN,nkk
Namat,NaN,nkm
Nkangala,NaN,nkn
Nkonya,NaN,nko
Niuatoputapu,NaN,nkp
Nkami,NaN,nkq
Nukuoro,NaN,nkr
North Asmat,NaN,nks
Nyika (Tanzania),NaN,nkt
Bouna Kulango,NaN,nku
Nyika (Malawi and Zambia),NaN,nkv
Nkutu,NaN,nkw
Nkoroo,NaN,nkx
Nkari,NaN,nkz
Ngombale,NaN,nla
Nalca,NaN,nlc
Dutch,nld_Latn,nld
East Nyala,NaN,nle
Gela,NaN,nlg
Grangali,NaN,nli
Nyali,NaN,nlj
"Yali, Ninia",NaN,nlk
Nihali,NaN,nll
Mankiyali,NaN,nlm
Ngul,NaN,nlo
Nchumbulu,NaN,nlu
Orizaba Nahuatl,NaN,nlv
Nahali,NaN,nlx
Nyamal,NaN,nly
Nalögo,NaN,nlz
Maram Naga,NaN,nma
V'ënen Taut,NaN,nmb
Ngam,NaN,nmc
Ndumu,NaN,nmd
Mzieme Naga,NaN,nme
Tangkhul Naga (India),NaN,nmf
Kwasio,NaN,nmg
Monsang Naga,NaN,nmh
Nyam,NaN,nmi
Namakura,NaN,nmk
Ndemli,NaN,nml
Manangba,NaN,nmm
ǃXóõ,NaN,nmn
Moyon Naga,NaN,nmo
Nimanbur,NaN,nmp
Nambya,NaN,nmq
Nimbari,NaN,nmr
Letemboi,NaN,nms
Namonuito,NaN,nmt
Northeast Maidu,NaN,nmu
Ngamini,NaN,nmv
Rifao,NaN,nmw
Nama (Papua New Guinea),NaN,nmx
Namuyi,NaN,nmy
Nawdm,NaN,nmz
Nyangumarta,NaN,nna
Nande,NaN,nnb
Nancere,NaN,nnc
West Ambae,NaN,nnd
Ngandyera,NaN,nne
Ngaing,NaN,nnf
Maring Naga,NaN,nng
Ngiemboon,NaN,nnh
North Nuaulu,NaN,nni
Nyangatom,NaN,nnj
Nankina,NaN,nnk
Northern Rengma Naga,NaN,nnl
Namia,NaN,nnm
Ngete,NaN,nnn
Norwegian Nynorsk,nno_Latn,nno
Wancho Naga,NaN,nnp
Ngindo,NaN,nnq
Narungga,NaN,nnr
Nanticoke,NaN,nnt
Dwang,NaN,nnu
Nugunu (Australia),NaN,nnv
"Nuni, Southern",NaN,nnw
Nyangga,NaN,nny
Nda'nda',NaN,nnz
Woun Meu,NaN,noa
Norwegian Bokmål,nob_Latn,nob
Nuk,NaN,noc
"Thai, Northern",NaN,nod
Nimadi,NaN,noe
Nomane,NaN,nof
Nogai,NaN,nog
Nomu,NaN,noh
Noiri,NaN,noi
Nonuya,NaN,noj
Nooksack,NaN,nok
Old Norse,NaN,non
Numanggang,NaN,nop
Ngongo,NaN,noq
Norwegian,NaN,nor
Eastern Nisu,NaN,nos
Nomatsigenga,NaN,not
Ewage-Notu,NaN,nou
Nyambo,NaN,now
Noy,NaN,noy
Nayi,NaN,noz
Nar Phu,NaN,npa
Phom Naga,NaN,nph
Nepali,npi_Deva,npi
"Nahuatl, Southeastern Puebla",NaN,npl
Mondropolon,NaN,npn
Pochuri Naga,NaN,npo
Nipsan,NaN,nps
Napu,NaN,npy
Southern Nago,NaN,nqg
Kura Ede Nago,NaN,nqk
Ngendelengo,NaN,nql
Ndom,NaN,nqm
Nen,NaN,nqn
Nteng,NaN,nqt
Ngom,NaN,nra
Nara,NaN,nrb
Noric,NaN,nrc
Southern Rengma Naga,NaN,nre
Jèrriais,NaN,nrf
Narango,NaN,nrg
Chokri Naga,NaN,nri
Ngarla,NaN,nrk
Ngarluma,NaN,nrl
Narom,NaN,nrm
Northern Kalapuya,NaN,nrt
Narua,NaN,nru
Lala,NaN,nrz
Sangtam Naga,NaN,nsa
Lower Nossob,NaN,nsb
Southern Nisu,NaN,nsd
Nsenga,NaN,nse
Northwestern Nisu,NaN,nsf
Ngasa,NaN,nsg
Ngoshie,NaN,nsh
Naskapi,NaN,nsk
Sumi Naga,NaN,nsm
Nehan,NaN,nsn
"Sotho, Northern",NaN,nso
Northern Sierra Miwok,NaN,nsq
Nali,NaN,nss
"Naga, Tangshang",NaN,nst
"Nahuatl, Sierra Negra",NaN,nsu
Navut,NaN,nsw
Nsongo,NaN,nsx
Nasal,NaN,nsy
Nisenan,NaN,nsz
Northern Tidung,NaN,ntd
Nathembo,NaN,nte
Natioro,NaN,nti
Ngaanyatjarra,NaN,ntj
Ikoma-Nata-Isenye,NaN,ntk
Nateni,NaN,ntm
Ntomba,NaN,nto
Northern Tepehuan,NaN,ntp
Delo,NaN,ntr
Natügu,NaN,ntu
Nottoway,NaN,ntw
Mantsi,NaN,nty
Natanzi,NaN,ntz
Yuanga,NaN,nua
Nukuini,NaN,nuc
Ngala,NaN,nud
Ngundu,NaN,nue
Nusu,NaN,nuf
Nungali,NaN,nug
Ndunda,NaN,nuh
Ngumbi,NaN,nui
Nyole,NaN,nuj
Nuu-chah-nulth,NaN,nuk
Nusa Laut,NaN,nul
Niuafo'ou,NaN,num
Anong,NaN,nun
Nguôn,NaN,nuo
Nupe-Nupe-Tako,NaN,nup
Nukumanu,NaN,nuq
Nukuria,NaN,nur
Nuer,nus_Latn,nus
Nung (Viet Nam),NaN,nut
Ngbundu,NaN,nuu
Northern Nuni,NaN,nuv
Nguluwan,NaN,nuw
Mehek,NaN,nux
Nunggubuyu,NaN,nuy
"Nahuatl, Tlamacazapa",NaN,nuz
Nasarian,NaN,nvh
Namiae,NaN,nvm
Nyokon,NaN,nvo
Nawathinehena,NaN,nwa
Nyabwa,NaN,nwb
Ngwe,NaN,nwe
Southwest Tanna,NaN,nwi
Nyamusa-Molo,NaN,nwm
Nauo,NaN,nwo
Nawaru,NaN,nwr
Nauete,NaN,nxa
Ngando (Democratic Republic of Congo),NaN,nxd
Nage,NaN,nxe
Ngad'a,NaN,nxg
Nindi,NaN,nxi
South Nuaulu,NaN,nxl
Ngawun,NaN,nxn
Ndambomo,NaN,nxo
Naxi,NaN,nxq
Ninggerum,NaN,nxr
Nafri,NaN,nxx
Chichewa,NaN,nya
Nyanja,nya_Latn,nya
Nyangbo,NaN,nyb
Nyanga-li,NaN,nyc
Olunyole,NaN,nyd
Nyengo,NaN,nye
Kigiryama,NaN,nyf
Nyindu,NaN,nyg
Nyikina,NaN,nyh
Ama (Sudan),NaN,nyi
Nyanga,NaN,nyj
Nyaneka,NaN,nyk
Nyeu,NaN,nyl
Nyamwezi,NaN,nym
Nyankore,NaN,nyn
Nyoro,NaN,nyo
Nyang'i,NaN,nyp
Nayini,NaN,nyq
Nyiha (Malawi),NaN,nyr
Nyungar,NaN,nys
Nyawaygi,NaN,nyt
Nyungwe,NaN,nyu
Nyulnyul,NaN,nyv
Nyaw,NaN,nyw
Nganyaywana,NaN,nyx
Nyakyusa-Ngonde,NaN,nyy
Tigon Mbembe,NaN,nza
Njebi,NaN,nzb
Nzadi,NaN,nzd
Nzema,NaN,nzi
Nzakara,NaN,nzk
Zeme Naga,nzm_Latn,nzm
Teke-Nzikou,NaN,nzu
Nzakambay,NaN,nzy
Nanga Dama Dogon,NaN,nzz
Orok,NaN,oaa
Oroch,NaN,oac
Old Aramaic (up to 700 BCE),NaN,oar
Obispeño,NaN,obi
Oblo,NaN,obl
"Manobo, Obo",NaN,obo
Old Burmese,NaN,obr
Obulom,NaN,obu
Ocaina,NaN,oca
Old Chinese,NaN,och
Occitan,oci_Latn,oci
Atzingo Matlatzinca,NaN,ocu
Od,NaN,odk
Old Dutch,NaN,odt
Odual,NaN,odu
Ofo,NaN,ofo
Old Frisian,NaN,ofs
Efutop,NaN,ofu
Ogbia,NaN,ogb
Ogbah,NaN,ogc
Old Georgian,NaN,oge
Ogbogolo,NaN,ogg
Khana,NaN,ogo
Ogbronuagum,NaN,ogu
Oirata,NaN,oia
Inebu One,NaN,oin
Northwestern Ojibwa,NaN,ojb
"Ojibwa, Northwestern",NaN,ojb-script_latin
Central Ojibwa,NaN,ojc
Eastern Ojibwa,NaN,ojg
Old Japanese,NaN,ojp
Severn Ojibwa,NaN,ojs
Ontong Java,NaN,ojv
Western Ojibwa,NaN,ojw
Okanagan,NaN,oka
Okobo,NaN,okb
Okodia,NaN,okd
Okpe (Southwestern Edo),NaN,oke
Koresh-e Rostam,NaN,okh
Okiek,NaN,oki
Oko-Juwoi,NaN,okj
Kwamtim One,NaN,okk
Oki-No-Erabu,NaN,okn
Kirike,NaN,okr
Oko-Eni-Osayen,NaN,oks
Oku,NaN,oku
Orokaiva,NaN,okv
Okpe (Northwestern Edo),NaN,okx
Walungge,NaN,ola
Mochi,NaN,old
Olekha,NaN,ole
Oloma,NaN,olm
Livvi,NaN,olo
Olrat,NaN,olr
Kuvale,NaN,olu
Omaha-Ponca,NaN,oma
East Ambae,NaN,omb
Mochica,NaN,omc
Omagua,NaN,omg
Omi,NaN,omi
Omok,NaN,omk
Ombo,NaN,oml
Utarmbung,NaN,omo
Old Marathi,NaN,omr
Omotik,NaN,omt
Omurano,NaN,omu
"Tairora, South",NaN,omw
Old Mon,NaN,omx
Ona,NaN,ona
Lingao,NaN,onb
Oneida,NaN,one
Olo,NaN,ong
Onin,NaN,oni
Onjob,NaN,onj
Kabore One,NaN,onk
Onobasulu,NaN,onn
Onondaga,NaN,ono
Sartang,NaN,onp
Northern One,NaN,onr
Ono,NaN,ons
Unua,NaN,onu
Old Nubian,NaN,onw
Tohono O’odham,NaN,ood
Ong,NaN,oog
Önge,NaN,oon
Oorlams,NaN,oor
Old Ossetic,NaN,oos
Okpamheri,NaN,opa
Kopkaka,NaN,opk
Oksapmin,NaN,opm
Opao,NaN,opo
Opata,NaN,opt
Ofayé,NaN,opy
Oroha,NaN,ora
Orma,NaN,orc
Orejón,NaN,ore
Oring,NaN,org
Oroqen,NaN,orh
Oromo,NaN,orm
Orang Kanaq,NaN,orn
Orokolo,NaN,oro
Oruma,NaN,orr
Orang Seletar,NaN,ors
Adivasi Oriya,NaN,ort
Ormuri,NaN,oru
Old Russian,NaN,orv
Oro Win,NaN,orw
Oro,NaN,orx
Odia,ory_Orya,ory
Ormu,NaN,orz
Osage,NaN,osa
Oscan,NaN,osc
Osing,NaN,osi
Ososo,NaN,oso
Old Spanish,NaN,osp
Ossetic,NaN,oss
Osatu,NaN,ost
Southern One,NaN,osu
Old Saxon,NaN,osx
Ot Danum,NaN,otd
"Otomi, Mezquital",NaN,ote
Oti,NaN,oti
Tilapa Otomi,NaN,otl
Eastern Highland Otomi,NaN,otm
Tenango Otomi,NaN,otn
"Otomi, Querétaro",NaN,otq
Otoro,NaN,otr
Estado de México Otomi,NaN,ots
Temoaya Otomi,NaN,ott
Otuke,NaN,otu
Ottawa,NaN,otw
Texcatepec Otomi,NaN,otx
Old Tamil,NaN,oty
Ixtenco Otomi,NaN,otz
Tagargrent,NaN,oua
Glio-Oubi,NaN,oub
Oune,NaN,oue
Old Uighur,NaN,oui
Ouma,NaN,oum
Owiniga,NaN,owi
Old Welsh,NaN,owl
Oy,NaN,oyb
Oyda,NaN,oyd
Wayampi,NaN,oym
Oya'oya,NaN,oyy
Koonzime,NaN,ozm
Parecís,NaN,pab
Pacoh,NaN,pac
Paumarí,NaN,pad
Pagibete,NaN,pae
Paranawát,NaN,paf
Pangasinan,pag_Latn,pag
Tenharim,NaN,pah
Pe,NaN,pai
Parakanã,NaN,pak
Pahlavi,NaN,pal
Kapampangan,NaN,pam
"Punjabi, Eastern",NaN,pan
Punjabi,NaN,pan
"Paiute, Northern",NaN,pao
Papiamentu,NaN,pap
Parya,NaN,paq
Timbisha,NaN,par
Papasena,NaN,pas
Palauan,NaN,pau
Pakaásnovos,NaN,pav
Pawnee,NaN,paw
Pech,NaN,pay
Pankararú,NaN,paz
Nasa,NaN,pbb
Patamona,NaN,pbc
Mezontla Popoloca,NaN,pbe
Coyotepec Popoloca,NaN,pbf
Paraujano,NaN,pbg
E'ñapa Woromaipu,NaN,pbh
Parkwa,NaN,pbi
Mak (Nigeria),NaN,pbl
Kpasam,NaN,pbn
Papel,NaN,pbo
Badyara,NaN,pbp
Pangwa,NaN,pbr
Central Pame,NaN,pbs
Southern Pashto,pbt_Arab,pbt
Northern Pashto,NaN,pbu
Pnar,NaN,pbv
Pyu (Papua New Guinea),NaN,pby
Santa Inés Ahuatempan Popoloca,NaN,pca
Pear,NaN,pcb
Bouyei,NaN,pcc
Picard,NaN,pcd
"Palaung, Ruching",NaN,pce
Paliyan,NaN,pcf
Paniya,NaN,pcg
Duruwa,NaN,pci
Parenga,NaN,pcj
Paite Chin,NaN,pck
Pardhi,NaN,pcl
"Pidgin, Nigerian",NaN,pcm
Piti,NaN,pcn
Pacahuara,NaN,pcp
Pyapun,NaN,pcw
Anam,NaN,pda
Pennsylvania German,NaN,pdc
Pa Di,NaN,pdi
Podena,NaN,pdn
Padoe,NaN,pdo
Plautdietsch,NaN,pdt
Kayan,NaN,pdu
Peranakan Indonesian,NaN,pea
Eastern Pomo,NaN,peb
Mala (Papua New Guinea),NaN,ped
Taje,NaN,pee
Northeastern Pomo,NaN,pef
Pengo,NaN,peg
Bonan,NaN,peh
Chichimeca-Jonaz,NaN,pei
Northern Pomo,NaN,pej
Penchal,NaN,pek
Pekal,NaN,pel
Phende,NaN,pem
Old Persian (ca. 600-400 B.C.),NaN,peo
Kunja,NaN,pep
Southern Pomo,NaN,peq
Western Persian,pes_Arab,pes
Pémono,NaN,pev
Petats,NaN,pex
Petjo,NaN,pey
"Penan, Eastern",NaN,pez
Pááfang,NaN,pfa
Pere,NaN,pfe
Pfaelzisch,NaN,pfl
Sudanese Creole Arabic,NaN,pga
Pangwali,NaN,pgg
Pagi,NaN,pgi
Rerep,NaN,pgk
Pangseng,NaN,pgs
Pagu,NaN,pgu
Pa-Hng,NaN,pha
Phudagi,NaN,phd
Phuong,NaN,phg
Phukha,NaN,phh
Phake,NaN,phk
Phalura,NaN,phl
Phimbi,NaN,phm
Phoenician,NaN,phn
Phunoi,NaN,pho
Phana',NaN,phq
Pahari-Potwari,NaN,phr
Phu Thai,NaN,pht
Phuan,NaN,phu
Pahlavani,NaN,phv
Pima Bajo,NaN,pia
Yine,NaN,pib
Pinji,NaN,pic
Piaroa,NaN,pid
Piro,NaN,pie
Pingelapese,NaN,pif
Pitcairn-Norfolk,NaN,pih
Pini,NaN,pii
Yom,NaN,pil
Powhatan,NaN,pim
Piame,NaN,pin
Piapoco,NaN,pio
Pero,NaN,pip
Piratapuyo,NaN,pir
Pijin,NaN,pis
Pitta Pitta,NaN,pit
Pintupi-Luritja,NaN,piu
Vaeakau-Taumako,NaN,piv
Pimbwe,NaN,piw
Piu,NaN,pix
Piya-Kwonci,NaN,piy
Pije,NaN,piz
Pitjantjatjara,NaN,pjt
Kipfokomo,NaN,pkb
Pak-Tong,NaN,pkg
Pankhu,NaN,pkh
Pakanha,NaN,pkn
Pökoot,NaN,pko
Pukapuka,NaN,pkp
Attapady Kurumba,NaN,pkr
Maleng,NaN,pkt
Paku,NaN,pku
Miani,NaN,pla
Polonombauk,NaN,plb
Central Palawano,NaN,plc
Palu'e,NaN,ple
Pilagá,NaN,plg
Paulohi,NaN,plh
Pali,NaN,pli
Polci,NaN,plj
Kohistani Shina,NaN,plk
Shwe Palaung,NaN,pll
Palenquero,NaN,pln
